VehId,Trip,anomaly_score,rank
449,2737,0.6257332413570534,88
323,1320,0.6257082426748475,89
457,3323,0.6253255546009794,90
601,251,0.6252599200749266,91
591,1239,0.6252135367483218,92
488,1085,0.6250470725976425,93
486,1290,0.6248198197172041,94
116,2699,0.6247909009204248,95
575,1639,0.6247126816742926,96
591,1338,0.6245541479080008,97
560,1098,0.6242680978013178,98
275,1655,0.6240387468625734,99
537,3255,0.6239105740009936,100
272,1707,0.6234999382641228,101
591,1000,0.6234809826341097,102
217,1316,0.6234079152319678,103
447,1643,0.6233352366027999,104
230,1426,0.6231283213909329,105
603,865,0.622029199194945,106
155,4337,0.6218192891123637,107
569,1272,0.6216408562028186,108
569,1465,0.6215283687348756,109
483,1477,0.6214034741845536,110
536,276,0.621260409047365,111
388,1632,0.6210334175549936,112
359,2087,0.6209466383638291,113
592,970,0.6203456706845341,114
311,2891,0.6199685375484918,115
157,3575,0.619600424712013,116
542,1085,0.6195215455271571,117
455,772,0.6193483757646591,118
560,146,0.6188393531952399,119
250,2328,0.6184770457071608,120
203,588,0.6177944782059419,121
484,1552,0.6176812968831199,122
484,1597,0.6176077261423935,123
560,883,0.6173169663204617,124
488,1087,0.6171051995623485,125
10,2220,0.6168284285705219,126
536,777,0.6161324010448511,127
458,686,0.6160328032462764,128
569,1791,0.615958861450293,129
110,780,0.6159188025240395,130
237,1062,0.6149338005654272,131
132,1957,0.6148726716097808,132
478,1509,0.6143258741856514,133
203,589,0.6142053068938161,134
484,1692,0.614167715799599,135
371,4238,0.613905644864255,136
161,589,0.6136779751437657,137
457,1565,0.6134805967355643,138
215,1538,0.6133854952708515,139
457,3169,0.613368665524973,140
492,2284,0.6132861045704507,141
536,866,0.6132484248105405,142
478,1648,0.6131451581189743,143
465,988,0.6129265068273987,144
488,8732,0.6128650239629998,145
457,3373,0.6126841514670879,146
185,2902,0.6121121978505111,147
388,2171,0.6119369916294599,148
453,1182,0.6117077540618692,149
569,1934,0.6114945724938736,150
519,2013,0.6114495578142309,151
447,1359,0.6111796874301493,152
410,1000,0.6110961445375148,153
488,8576,0.610663115286364,154
592,621,0.6105600608550499,155
388,1628,0.6102784323107964,156
291,1790,0.6100237893595244,157
484,1612,0.6097093588836805,158
488,8644,0.6096948008840237,159
580,316,0.6094699941432324,160
560,83,0.6094683594162152,161
536,861,0.6089650949891618,162
457,3350,0.608867849041184,163
476,1123,0.6087826692358351,164
392,719,0.6087230058008276,165
455,1175,0.6086773729343985,166
488,818,0.6081695043296761,167
488,8731,0.6080304640160371,168
458,1959,0.6080159156816757,169
560,57,0.6079968629739709,170
478,1098,0.6076882754904569,171
488,827,0.6076326658766885,172
455,1962,0.6074153767583611,173
488,8711,0.6072542098243453,174
569,1084,0.6071779009548629,175
449,2537,0.6070057574315592,176
591,1242,0.6069833388430189,177
388,1630,0.6066887324594431,178
597,4529,0.606580690830509,179
157,3906,0.6065395311940737,180
549,658,0.6064176644078667,181
455,600,0.6063173988707137,182
450,1933,0.6062892026848843,183
569,2414,0.6062624473271647,184
575,3359,0.6062314905387637,185
250,2913,0.6059513814008591,186
307,1531,0.6059082167150224,187
575,2088,0.6058418553666596,188
488,609,0.6053922604659773,189
602,237,0.6050357786145438,190
457,1269,0.605031925473789,191
457,1566,0.6049282461631741,192
535,1067,0.6048131350355825,193
488,1126,0.6045485936764388,194
347,4367,0.6039609476819019,195
488,1066,0.6038804898388686,196
528,2163,0.6036605692289335,197
179,1893,0.6031299529113111,198
371,1585,0.6029907515175412,199
560,1208,0.6028126176389773,200
457,1791,0.6024904355568063,201
569,1219,0.6023444675126951,202
569,3091,0.6022943729851452,203
311,3281,0.6020999360625735,204
132,1869,0.6018681739963417,205
569,2395,0.601820587111039,206
575,2821,0.6018116008820816,207
132,2016,0.6017611559483301,208
252,923,0.6017291490833113,209
155,1608,0.6016835330464498,210
536,460,0.6010689722122065,211
147,901,0.60104558558057,212
569,1438,0.6007259738623255,213
366,2909,0.6006327428207593,214
184,1708,0.6005466200914915,215
501,369,0.6005447676266417,216
488,1131,0.6004404343313358,217
587,161,0.5999814998277587,218
447,1061,0.5999373718627703,219
457,3522,0.5998149177974337,220
359,2074,0.5997511838759585,221
366,1716,0.5995789079479932,222
237,932,0.5995140815935798,223
539,264,0.5992697654328571,224
500,1181,0.5991938384630453,225
447,769,0.5990877590181583,226
455,1695,0.5989545594426002,227
569,1487,0.5987375412596487,228
458,1401,0.5987148062837634,229
453,1150,0.5985099858117027,230
560,258,0.5985055190244192,231
597,4442,0.5978943381653388,232
488,8574,0.5978132622754464,233
477,1136,0.597712021692353,234
189,1937,0.5975636273150183,235
156,1422,0.5975040419345234,236
457,4039,0.5974911003511505,237
311,1515,0.5974171361785129,238
592,692,0.5973526916369118,239
569,1486,0.5972153787370272,240
569,569,0.5965676034306323,241
560,247,0.596509182620753,242
156,1730,0.5963649442835318,243
488,8784,0.5961279133802903,244
560,1349,0.5960924715731819,245
309,2579,0.5960915094605488,246
488,909,0.595543239031927,247
458,1271,0.5952625896601829,248
455,1001,0.5952105310989594,249
550,838,0.5949645705631563,250
455,1877,0.5947630989378612,251
349,1127,0.5946210155262684,252
308,1410,0.5944245785682057,253
536,986,0.594356669867277,254
337,893,0.5942230544230529,255
492,2080,0.5940952939743201,256
366,1455,0.5939238541224774,257
528,1723,0.5938221747737689,258
536,422,0.5936621430460097,259
536,456,0.5936135814923178,260
477,1126,0.5934144136265155,261
201,1561,0.5933663582893173,262
536,868,0.5931994342429573,263
483,1472,0.5931590006897655,264
458,1716,0.593098991530636,265
560,324,0.5929429225029865,266
488,547,0.5928516451048573,267
497,479,0.5928011148462532,268
217,1373,0.5927038248853662,269
10,2820,0.5926436781235739,270
457,3170,0.5926403370087773,271
492,2685,0.5926272138607894,272
465,2117,0.5926136658117297,273
569,703,0.592528748828864,274
575,2357,0.5923903607325154,275
477,1234,0.592232839793862,276
591,1365,0.5922285421775655,277
455,1034,0.5922226451165424,278
575,1790,0.591760550121373,279
591,973,0.5917016304897605,280
560,835,0.5915638149435863,281
443,978,0.5914679539477986,282
156,1703,0.5913606898680713,283
455,669,0.5911965911018202,284
156,2017,0.5911562834421519,285
575,1357,0.5910689811657832,286
147,750,0.5905151344833794,287
250,1647,0.5904679196173461,288
192,2062,0.5904009893111154,289
455,1720,0.5901076337580928,290
550,576,0.5899873067376243,291
309,2091,0.5898520551930346,292
516,3395,0.5895212958198875,293
387,550,0.5894391227074804,294
415,2097,0.5894219787360446,295
545,517,0.5893616021801176,296
156,1209,0.5893055424044027,297
415,2122,0.5892983886039087,298
601,597,0.5892287582441771,299
492,1539,0.5892047721819688,300
298,921,0.5891628888489104,301
349,1935,0.5889674428462974,302
492,2259,0.5887574139396685,303
488,486,0.5886250257725706,304
455,630,0.5885232748427757,305
291,1163,0.5883341301267246,306
455,2052,0.5880384914693207,307
536,368,0.5880326081292419,308
547,1320,0.5880053738612433,309
488,8667,0.5879659133086006,310
457,1122,0.5879069672312002,311
497,417,0.5878049496028754,312
457,3553,0.5877894238675185,313
492,1523,0.5876106708299272,314
356,1729,0.5876043090445383,315
457,4043,0.5875091101516033,316
575,3017,0.5870972885869878,317
574,1025,0.5869214593972526,318
488,845,0.5868700846285684,319
201,1824,0.5866954215153559,320
458,2000,0.5862508969899758,321
452,696,0.5860314563228045,322
463,1035,0.5858474394813382,323
155,1983,0.5858229074097299,324
528,1156,0.5857556622907368,325
569,2038,0.5856739249431662,326
591,1361,0.5855386683362591,327
575,1488,0.5855159962347396,328
492,1576,0.5854639994389113,329
560,1311,0.5854377695589831,330
500,894,0.585370880172682,331
156,1383,0.5853260318451662,332
457,3797,0.5851327947970328,333
457,3378,0.5850638473801951,334
447,1957,0.5848622221403444,335
592,139,0.5848177658078225,336
542,2180,0.5847111696786108,337
569,2206,0.5845479730028882,338
560,1000,0.5845139480321614,339
575,2454,0.584278298850683,340
597,377,0.5842276744414624,341
387,1160,0.5839864932407731,342
560,1362,0.5838664747140945,343
450,1215,0.5836598920714569,344
597,265,0.5836410671739053,345
488,8140,0.5836198457707052,346
201,1087,0.5835673938903385,347
542,574,0.5835536751549064,348
569,2634,0.5834797191865135,349
189,2255,0.5834058580070399,350
542,1831,0.5833934215095113,351
567,1569,0.5832962971978854,352
483,1476,0.5832062473078188,353
488,777,0.5832034947892583,354
597,320,0.5831921452369866,355
575,1249,0.5831920819089499,356
429,640,0.5831700790504307,357
304,974,0.5831154824113015,358
457,3228,0.5829816674428253,359
250,2688,0.5828801867472513,360
415,1016,0.5828587713025003,361
468,2117,0.5822501436528411,362
477,1466,0.5822263259152042,363
567,3298,0.5821949969997045,364
536,875,0.5821221550392298,365
575,1003,0.5821022810900394,366
488,852,0.5819532437924017,367
569,2357,0.581785538433544,368
388,1318,0.5817147653057815,369
538,1393,0.5816571662057355,370
542,1139,0.5815614183740613,371
560,1282,0.5815066063296038,372
560,234,0.5814844765755117,373
560,734,0.5812858271285167,374
259,1027,0.5812853882856921,375
561,1623,0.5812582651602863,376
521,2006,0.58086449567308,377
602,143,0.5807526982853874,378
488,686,0.5806607193426861,379
592,704,0.5805816453467946,380
455,2329,0.5805658912729196,381
597,391,0.5803903752195148,382
201,1542,0.5802945716222531,383
601,1044,0.5802775792687699,384
575,2571,0.5802430162704054,385
478,1668,0.5802133586082655,386
601,1113,0.580109006230641,387
457,3167,0.5800362862618791,388
457,2454,0.5799604096337223,389
569,1648,0.5799179927278639,390
458,779,0.5798919642782597,391
492,2266,0.5798837812843946,392
592,699,0.5798806272692499,393
283,336,0.5798093476333975,394
157,3441,0.5796937355550962,395
569,1966,0.5795787843986474,396
203,570,0.5795643093998368,397
569,1419,0.5795027027888767,398
155,3448,0.5794609020548613,399
10,3229,0.5794410953933525,400
569,1624,0.5793636147194553,401
140,1603,0.5793188274741766,402
366,2659,0.579280322992959,403
597,4308,0.5792285068911299,404
375,1886,0.57921309881689,405
597,4313,0.5792056320851403,406
291,1792,0.5791395310149415,407
455,1339,0.5791391374395937,408
403,503,0.5790901701047267,409
560,65,0.5790492875542824,410
560,349,0.5790116171967754,411
457,3331,0.5789499112839538,412
597,4358,0.5788957389346795,413
560,413,0.5788110047636904,414
429,2023,0.578686752663038,415
488,1140,0.5786034851305148,416
457,1799,0.578548488375916,417
492,2082,0.5784293018304538,418
444,1545,0.5784152442580246,419
492,1494,0.5783227744072986,420
557,538,0.5782083736160527,421
163,997,0.578128200905729,422
455,1197,0.5781221561523799,423
498,2111,0.5781206971790058,424
536,365,0.578107939420522,425
366,1409,0.5780937238446504,426
132,2705,0.5779870681008007,427
488,805,0.5779785113545086,428
11,3567,0.5779573151270951,429
483,1043,0.5779389097934311,430
462,1862,0.5779320666295482,431
176,1997,0.5778988149027651,432
323,1043,0.5778900842016688,433
308,1340,0.5778298519706159,434
580,156,0.5778282246706142,435
616,11,0.5777149096069216,436
266,1844,0.5776985719591987,437
484,730,0.5773986319585828,438
569,1029,0.5773451016456315,439
597,164,0.5773187104663325,440
477,973,0.5772646933774164,441
575,3280,0.5772345769943378,442
250,2291,0.5769059245059128,443
458,1187,0.5768660844436331,444
429,2013,0.5768362794400026,445
371,1842,0.5767803452313004,446
597,4483,0.5767224012358205,447
455,1682,0.5767043022347189,448
252,693,0.5766899208649957,449
458,1388,0.5766576440709715,450
488,525,0.5766297267010794,451
576,469,0.5764344061114157,452
289,1579,0.5764165750079655,453
156,1373,0.5763476700389208,454
462,1575,0.5762483260271655,455
10,1781,0.5761901290472178,456
286,928,0.5761403638573043,457
449,3584,0.5760632199658673,458
492,2426,0.5760429304447839,459
536,446,0.5759744728322039,460
450,1883,0.5758930811279129,461
560,997,0.5758733606605586,462
203,452,0.5758427241276245,463
337,726,0.5757640084265807,464
575,1718,0.5756533667490328,465
597,4524,0.5756209646462481,466
455,2237,0.5756117588991747,467
403,790,0.5755701578874923,468
255,2142,0.575537625564695,469
132,1914,0.5755358492929405,470
311,3077,0.5755078966973896,471
371,2109,0.5755031668307716,472
371,2151,0.5753899272302728,473
2,795,0.5751299468337535,474
536,548,0.5750503682873028,475
403,563,0.5750123113630815,476
484,725,0.5750006963317769,477
375,1375,0.5748269446082126,478
132,1260,0.5747930083664299,479
156,1234,0.5745455439479911,480
232,791,0.5745308488040021,481
454,2003,0.5745287046671639,482
371,4303,0.5742894327495195,483
484,1586,0.5742832323207641,484
203,1015,0.5741836691366362,485
366,2591,0.5741030337044881,486
587,120,0.5739927841361421,487
484,884,0.5739795789195059,488
550,1469,0.5739365317910143,489
560,1566,0.5738833520344409,490
131,3615,0.5738351080102384,491
371,3923,0.5737020190997231,492
492,1605,0.5736929311806962,493
536,370,0.5736675754679262,494
560,1422,0.5736569758465142,495
347,2430,0.5736397732418465,496
505,746,0.5736288889161288,497
484,1551,0.5735975316232867,498
561,1783,0.5735679595008769,499
457,3417,0.5735520346588291,500
536,544,0.5735431636101969,501
457,3333,0.573476847452916,502
237,1030,0.5734743070208201,503
488,661,0.5734254019606846,504
492,2554,0.5734217559616563,505
437,2370,0.5734191855383374,506
259,1446,0.5734088336671982,507
458,1957,0.5732909321857991,508
439,592,0.5732676814503771,509
458,885,0.5732145633444677,510
500,1091,0.5731384375104683,511
575,3346,0.572920874323338,512
569,595,0.5728866434627462,513
387,626,0.5728465264502812,514
429,793,0.5728198585456207,515
591,309,0.5727783055134228,516
500,1135,0.5727733156934542,517
132,2759,0.5727584684790291,518
592,866,0.5726079580136227,519
405,841,0.5725902729642804,520
252,1467,0.5725682048559342,521
461,393,0.5724945816954375,522
326,1687,0.5724721355420164,523
536,944,0.5721952662275162,524
569,2093,0.571933869665445,525
350,1602,0.5718988896264056,526
536,733,0.5717850732502094,527
488,8643,0.5717334612076556,528
488,8506,0.571665972389019,529
119,985,0.5715973589853538,530
539,841,0.5715836763833312,531
201,990,0.5715173008260328,532
11,2630,0.5714781565339202,533
597,68,0.5714388658646933,534
569,601,0.5714162005466751,535
488,579,0.5713596043843335,536
431,903,0.5713337388722575,537
181,1804,0.5712250385709601,538
230,1344,0.5712216044991899,539
550,2542,0.5711317777402806,540
458,1557,0.5710974693177672,541
545,1410,0.5710947697709955,542
592,522,0.5710671177038489,543
439,1392,0.5710493001289766,544
597,4412,0.5710439051249488,545
488,1086,0.57099654601273,546
458,1661,0.5709913480491369,547
449,2206,0.57097573349308,548
10,2949,0.570928629571608,549
492,962,0.5708263805126305,550
309,3003,0.5707756352655489,551
155,3471,0.5707595988962765,552
115,1978,0.5706467068690987,553
192,1734,0.5706225211163605,554
155,4272,0.5704692575488587,555
560,164,0.5704548924433691,556
2,760,0.5704440252991713,557
569,1420,0.5704108699434443,558
567,3781,0.5703746420872106,559
213,1324,0.5703673568191348,560
456,1650,0.570351127090243,561
492,1873,0.5701568701375914,562
569,2390,0.5700256498940927,563
601,1441,0.5698601359278719,564
371,3131,0.5697847620705689,565
597,4386,0.5696508846629605,566
334,774,0.569578569191095,567
458,1764,0.5695699316959237,568
213,1380,0.5695386943648872,569
597,4384,0.5695382472746533,570
116,2703,0.5695181087679029,571
560,339,0.5695015867751327,572
569,2561,0.5693691021556251,573
450,2488,0.5693374818588194,574
203,472,0.5690587122066763,575
457,3840,0.5690171734791442,576
569,2521,0.5690043302023424,577
521,2213,0.5689728747423916,578
536,1067,0.5687905123491316,579
569,1818,0.5687808102408487,580
457,3173,0.5687607336260047,581
560,393,0.5687212539122974,582
500,1404,0.5686932814698816,583
536,864,0.5686036673139584,584
323,1087,0.5685761361502916,585
201,939,0.5685689932796234,586
308,1135,0.5685338436981633,587
500,1194,0.5685091263740546,588
11,2899,0.5683499261687603,589
483,1107,0.5683232452946495,590
371,1796,0.5682143358066851,591
11,3525,0.5682072485751398,592
179,1646,0.5680995219456951,593
478,1859,0.5680729836058723,594
492,1606,0.5680434797862255,595
291,1405,0.5680286470199097,596
457,1684,0.5678969386451067,597
213,1925,0.5678728002523635,598
10,1878,0.5678653919609692,599
11,3029,0.5678007835419849,600
311,2823,0.5676461365916674,601
536,550,0.5675965624442623,602
201,1240,0.5675684115303109,603
455,1243,0.5675665601757651,604
201,1897,0.567542492013189,605
492,2210,0.5674016982180039,606
366,2701,0.56719336055456,607
124,1791,0.5671777536227224,608
450,2003,0.5671491248833699,609
500,1119,0.5670958425044974,610
132,1306,0.567038571007,611
591,134,0.5670206792088528,612
201,850,0.5670049370285601,613
386,1236,0.5669182209680461,614
536,408,0.5668307664758649,615
11,3318,0.5667099164477859,616
366,2494,0.5666605629870521,617
484,1572,0.5666424693871217,618
536,987,0.5664716912748006,619
457,3366,0.5664592423958219,620
449,2014,0.5663858955803723,621
561,2267,0.5663850291265881,622
181,1422,0.5663584515824936,623
560,111,0.5663434336750552,624
484,2826,0.5663301285539039,625
484,1254,0.5663041344551272,626
492,1857,0.5662751598359496,627
458,1672,0.566217932761718,628
597,4305,0.5662175846466776,629
323,2301,0.5661946027235301,630
155,1994,0.5661936304715911,631
439,1300,0.5661906143525673,632
592,971,0.5661052707862984,633
542,1785,0.5661031614214453,634
179,1003,0.5660008122995577,635
457,3172,0.5659673776809998,636
447,1001,0.5659626709009782,637
492,2410,0.5659166601094371,638
569,628,0.5656396329709419,639
557,407,0.5656104014084972,640
584,1454,0.5655505691255739,641
560,122,0.5654852869364632,642
455,1006,0.5654443531240612,643
536,315,0.5654021906517024,644
201,858,0.5653919829790325,645
201,1134,0.5653715658100331,646
597,4598,0.5653656153122214,647
476,1117,0.5653141166373807,648
550,1040,0.5652631668066945,649
584,446,0.5651092417327991,650
569,2588,0.5650494201738051,651
366,2862,0.5649159611504849,652
488,450,0.564869862028671,653
507,1147,0.5648488391896023,654
488,8569,0.5647825630553609,655
560,356,0.5647674908011721,656
203,748,0.5647178082977062,657
588,564,0.5647126298038984,658
492,1951,0.5646509748225,659
411,1057,0.5645164052791055,660
488,1200,0.5644724294615522,661
591,1599,0.5643704139178466,662
542,1307,0.5643261994503369,663
366,3097,0.5643221941767856,664
478,1091,0.564294103751423,665
536,340,0.5642073665075873,666
323,1827,0.5641610519462147,667
457,1898,0.5641508809541982,668
597,4624,0.5640634295926894,669
569,458,0.5640224511440867,670
597,4522,0.5639141921238275,671
527,1394,0.5638939951068054,672
569,1523,0.5638800657500068,673
163,986,0.5638533188272266,674
484,1648,0.5638291167989684,675
536,764,0.5637039734946366,676
457,3226,0.5635985753056627,677
560,99,0.5635690222002504,678
455,1589,0.5635543806175953,679
11,3176,0.5635441657151039,680
603,198,0.5634998797748088,681
550,900,0.5634744945937259,682
484,1000,0.5634239717923769,683
451,1311,0.5634177954400067,684
155,1937,0.5633900221580681,685
366,3114,0.5633453366684763,686
569,747,0.5633128449457097,687
550,2505,0.5633100359318912,688
560,1598,0.5632175376252478,689
133,2263,0.5631624612297427,690
313,2207,0.563162149189851,691
455,1648,0.56312058241292,692
457,1267,0.5631161987162754,693
536,834,0.5630978241289654,694
156,1478,0.5630906622460171,695
234,222,0.5630530960155494,696
484,1676,0.5630263072435134,697
457,3572,0.5629588242978224,698
355,792,0.5629080935283688,699
488,8134,0.5628995282172952,700
536,322,0.5628927696976913,701
465,929,0.5628913773356408,702
410,1375,0.5628560644933226,703
366,2592,0.5628351962990573,704
458,502,0.5628231613758459,705
569,322,0.5628098717829078,706
492,1648,0.5628072757211456,707
463,992,0.5627489006034346,708
468,1956,0.5626772745121078,709
597,4691,0.5626460051226608,710
234,287,0.5625998912744293,711
492,2382,0.562592756137641,712
478,2574,0.562539769675221,713
185,3074,0.5624192102357972,714
201,1131,0.5622306666409642,715
299,6556,0.5620287528445223,716
592,635,0.5618346486290288,717
450,889,0.5618273197405975,718
542,2297,0.5617970347687685,719
398,953,0.5617947006824916,720
597,4569,0.561781019407226,721
591,882,0.5617737076442005,722
285,2661,0.5617484019572354,723
439,490,0.561681272501484,724
597,4465,0.5615786124238124,725
201,1078,0.5615663561411474,726
597,4291,0.5615182702645105,727
189,2240,0.5615151412987606,728
415,1989,0.5615060892896961,729
311,2673,0.5615021164508206,730
591,811,0.5614120256727801,731
124,988,0.5614093273604449,732
155,3373,0.561330079294732,733
592,419,0.5613204844709357,734
536,659,0.5613169388335627,735
484,766,0.5611848939319258,736
349,1555,0.5611288831976032,737
455,1956,0.5610458476932855,738
492,1155,0.5610434422266475,739
478,2506,0.5609639771219819,740
371,1994,0.5609629283568941,741
483,951,0.5609623159677039,742
488,8124,0.5609373702370704,743
338,1503,0.5608647602871347,744
561,1227,0.5607876370060445,745
418,1026,0.560777012791943,746
507,935,0.5607770005259917,747
311,1746,0.5607752959918109,748
457,2394,0.5607744870250992,749
119,1025,0.5607261383043826,750
597,4513,0.5607078253400122,751
119,1111,0.5607067981380465,752
203,469,0.5607059110983259,753
536,294,0.5606725236455274,754
386,1038,0.5606418257845753,755
458,1678,0.5606283220991857,756
439,476,0.5605714835464717,757
484,1052,0.5603400840255737,758
579,953,0.560328697632518,759
569,2204,0.5602217406442176,760
498,1224,0.5601670193606819,761
560,1432,0.5601501269761778,762
488,8698,0.5601378931056896,763
463,703,0.560136323329331,764
591,1492,0.5601335199766213,765
291,1856,0.5601300220825898,766
507,1162,0.56012333551444,767
291,1681,0.5601220825051404,768
597,372,0.560087326436924,769
457,3113,0.5600487418079009,770
156,1706,0.5600099465518795,771
299,1127,0.5600046139336917,772
560,1264,0.5599985125372462,773
289,1425,0.5599605501499496,774
215,1849,0.5598985815538011,775
597,4457,0.5598802779009246,776
203,431,0.5598760330784358,777
155,1857,0.5598657970028241,778
449,2532,0.5598451962273303,779
494,1265,0.5597775354794104,780
569,335,0.5597588750388871,781
597,4288,0.5597233888897775,782
492,2427,0.5596305859117326,783
455,2051,0.5595714737585133,784
597,4619,0.5595629405240261,785
147,947,0.5595424364376842,786
398,1827,0.5595290711100906,787
438,2071,0.5595174610243072,788
604,1287,0.5595021189627547,789
457,2916,0.5594919250232283,790
595,136,0.5594754277824955,791
371,2479,0.5594422810416102,792
201,914,0.559429955845951,793
155,1613,0.5594072467208756,794
462,1804,0.559366299675834,795
202,1257,0.5592663128962104,796
459,1115,0.5592395307069399,797
457,3297,0.5591995027292016,798
492,2662,0.5591366863172306,799
605,1306,0.5591139449174575,800
536,273,0.5590805975171712,801
561,2749,0.5589708696487465,802
457,2877,0.5589430092381285,803
439,1047,0.558938975092231,804
607,766,0.5589327218201486,805
388,650,0.5588973119191218,806
488,8709,0.5588670989638745,807
478,1107,0.5588601762574621,808
201,1690,0.5588094984402738,809
536,758,0.5587721356371321,810
536,1042,0.558724255799838,811
326,1707,0.5587166419232398,812
203,834,0.5586742894953736,813
457,3449,0.5586096403491202,814
237,767,0.5585639917413291,815
536,281,0.5585637191382936,816
484,1682,0.5585238061160994,817
445,1315,0.5585092551678005,818
597,4508,0.5585055862352486,819
465,2215,0.5585028623474422,820
201,1411,0.5584853625160692,821
560,362,0.558436266721921,822
458,1621,0.5583945120282954,823
560,1512,0.5583300729180936,824
601,914,0.5583195032763686,825
560,1479,0.5582927060793367,826
463,837,0.5582819808512843,827
291,1373,0.5582744471431961,828
575,3390,0.558193218683771,829
494,1317,0.5581880075602028,830
285,2047,0.5581768893362251,831
366,2764,0.5581613073735616,832
457,3547,0.5581422626946432,833
299,1356,0.5581336552075606,834
569,1663,0.5581143685838709,835
155,1943,0.5581095659323762,836
536,1085,0.5581093154147299,837
453,1032,0.5580470770889664,838
597,407,0.5579872686719182,839
252,1967,0.5579642140772816,840
457,4002,0.5579567642753119,841
371,1722,0.5579403705395853,842
536,906,0.5579303189494921,843
492,1407,0.5579036821485918,844
528,1670,0.5578960088368367,845
484,1289,0.5578634184164994,846
234,219,0.5577482678869633,847
569,2898,0.5576925497871539,848
567,1832,0.5575117256747071,849
209,1208,0.5575053054851862,850
597,4334,0.5574944376620052,851
608,473,0.5574478957359619,852
286,1003,0.5574429144715671,853
484,1569,0.557272712927561,854
591,925,0.5572400790778387,855
283,204,0.5572088305334648,856
506,809,0.5571623627812378,857
155,3547,0.5571404785212296,858
458,2242,0.557099955921863,859
536,926,0.55707236662101,860
490,525,0.5570679578440152,861
201,865,0.5570264039197435,862
561,2311,0.5569408978444246,863
457,2672,0.5569293011310935,864
597,4303,0.5569124429635527,865
291,1800,0.5569079911810733,866
389,897,0.556892837551765,867
303,1262,0.5568631177432839,868
536,444,0.5568503777151637,869
484,1484,0.5568274113704242,870
597,4330,0.556821735789012,871
575,1806,0.5568133777324381,872
195,1444,0.5567764038205354,873
597,4566,0.5567680434034599,874
484,1670,0.5566932705051864,875
537,3506,0.5566603059893878,876
455,2092,0.5566362858914291,877
592,519,0.5565691615480558,878
366,2887,0.5565559801129216,879
492,1858,0.5565451571320998,880
575,2317,0.5565020282221511,881
455,2013,0.5564851124487405,882
494,1901,0.5564769683344332,883
449,2515,0.5564691862795008,884
537,2105,0.5564663204122863,885
438,2413,0.5563555745900107,886
578,436,0.5563207697450625,887
536,451,0.5562923786930295,888
133,1704,0.5562521995295249,889
463,976,0.5562467925990144,890
202,1474,0.55623552729764,891
388,1426,0.5562038235440376,892
201,1727,0.5562034096352595,893
129,1031,0.5561799929321746,894
